Age32-40, State-gov, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age61-70, ?, 1st-4th,EduNum2, Divorced, ?, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age81-90, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, Black, Male,Hour36-50, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,Hour1-20, United-States, <=50K
Age51-60, Local-gov, Preschool,EduNum1, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Own-child, White, Female,Hour36-50, United-States, <=50K
Age51-60, ?, 10th,EduNum6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,Hour1-20, United-States, <=50K
Age61-70, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age71-80, Private, Assoc-voc,EduNum11, Widowed, Adm-clerical, Not-in-family, White, Female,Hour1-20, Columbia, <=50K
Age61-70, Private, HS-grad,EduNum9, Divorced, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, 11th,EduNum7, Separated, Transport-moving, Not-in-family, Black, Male,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Sales, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Craft-repair, Other-relative, Other, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Prof-school,EduNum15, Never-married, Prof-specialty, Not-in-family, White, Male,Hour51-70, United-States, >50K
Age51-60, State-gov, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, State-gov, Some-college,EduNum10, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, Iran, >50K
Age32-40, Local-gov, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States, >50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Transport-moving, Own-child, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Other-service, Wife, White, Female,Hour1-20, United-States, <=50K
Age24-31, State-gov, Assoc-acdm,EduNum12, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, White, Male,Hour1-20, United-States, <=50K
Age32-40, Private, Some-college,EduNum10, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour21-35, ?, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Other-service, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age32-40, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Tech-support, Husband, White, Male,Hour51-70, United-States, >50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, ?, <=50K
Age41-50, Private, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States, >50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,Hour36-50, United-States, <=50K
Age51-60, Local-gov, 10th,EduNum6, Widowed, Other-service, Unmarried, Black, Female,Hour21-35, United-States, <=50K
Age17-23, Local-gov, Some-college,EduNum10, Never-married, Adm-clerical, Own-child, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Never-married, Transport-moving, Not-in-family, White, Male,Hour1-20, United-States, <=50K
Age41-50, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,Hour36-50, Cambodia, >50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Other-service, Own-child, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Separated, Other-service, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age41-50, Private, Assoc-voc,EduNum11, Widowed, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, 7th-8th,EduNum4, Divorced, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Divorced, Prof-specialty, Own-child, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States, <=50K
Age17-23, Private, 11th,EduNum7, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States, <=50K
Age51-60, Private, Some-college,EduNum10, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, 11th,EduNum7, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Self-emp-inc, Some-college,EduNum10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Hour71-99, Thailand, >50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, White, Male,Hour21-35, Canada, <=50K
Age61-70, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Married-civ-spouse, Craft-repair, Wife, White, Female,Hour36-50, United-States, >50K
Age61-70, Private, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, 9th,EduNum5, Never-married, Other-service, Own-child, White, Male,Hour21-35, United-States, <=50K
Age41-50, Self-emp-not-inc, Masters,EduNum14, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour71-99, United-States, <=50K
Age24-31, Local-gov, Masters,EduNum14, Never-married, Prof-specialty, Own-child, White, Male,Hour21-35, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Divorced, Prof-specialty, Own-child, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, Some-college,EduNum10, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Tech-support, Own-child, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,Hour36-50, United-States, >50K
Age17-23, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Not-in-family, White, Female,Hour1-20, Germany, <=50K
Age41-50, Local-gov, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, Assoc-acdm,EduNum12, Divorced, Sales, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Bachelors,EduNum13, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Handlers-cleaners, Own-child, White, Male,Hour36-50, United-States, <=50K
Age51-60, Federal-gov, Masters,EduNum14, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Private, Prof-school,EduNum15, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States, >50K
Age41-50, Private, Some-college,EduNum10, Divorced, Other-service, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age41-50, Private, 7th-8th,EduNum4, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, Ecuador, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Divorced, Prof-specialty, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, Local-gov, Bachelors,EduNum13, Never-married, Protective-serv, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Tech-support, Unmarried, Black, Female,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour1-20, United-States, <=50K
Age32-40, Self-emp-inc, Bachelors,EduNum13, Divorced, Sales, Not-in-family, White, Female,Hour51-70, United-States, <=50K
Age32-40, ?, Masters,EduNum14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,Hour36-50, ?, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Craft-repair, Own-child, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Sales, Not-in-family, White, Male,Hour71-99, United-States, <=50K
Age41-50, Private, Bachelors,EduNum13, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,Hour21-35, United-States, <=50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, >50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, Some-college,EduNum10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,Hour36-50, Laos, <=50K
Age41-50, Private, HS-grad,EduNum9, Divorced, Adm-clerical, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Never-married, Tech-support, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Assoc-acdm,EduNum12, Never-married, Prof-specialty, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age32-40, Private, Assoc-acdm,EduNum12, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Self-emp-inc, Some-college,EduNum10, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States, >50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Masters,EduNum14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,Hour21-35, Taiwan, >50K
Age17-23, ?, Some-college,EduNum10, Never-married, ?, Own-child, Black, Female,Hour21-35, United-States, <=50K
Age32-40, Self-emp-not-inc, Bachelors,EduNum13, Divorced, Prof-specialty, Not-in-family, Black, Female,Hour36-50, United-States, >50K
Age17-23, Private, Some-college,EduNum10, Never-married, Sales, Own-child, White, Male,Hour1-20, United-States, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Machine-op-inspct, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age71-80, Self-emp-not-inc, Some-college,EduNum10, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 5th-6th,EduNum3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,Hour36-50, Mexico, <=50K
Age24-31, Private, Some-college,EduNum10, Never-married, Tech-support, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Widowed, Other-service, Not-in-family, White, Female,Hour21-35, United-States, <=50K
Age32-40, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, HS-grad,EduNum9, Divorced, Transport-moving, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age24-31, Private, 11th,EduNum7, Never-married, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States, <=50K
Age71-80, Self-emp-not-inc, Masters,EduNum14, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States, <=50K
Age61-70, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, ?, Assoc-voc,EduNum11, Never-married, ?, Own-child, Black, Female,Hour1-20, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Married-civ-spouse, Prof-specialty, Wife, White, Female,Hour36-50, United-States, >50K
Age51-60, Self-emp-not-inc, HS-grad,EduNum9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,Hour36-50, United-States, <=50K
Age61-70, Private, HS-grad,EduNum9, Never-married, Transport-moving, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age41-50, Private, Some-college,EduNum10, Never-married, Craft-repair, Not-in-family, Black, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Assoc-voc,EduNum11, Never-married, Other-service, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age51-60, Local-gov, 10th,EduNum6, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, <=50K
Age51-60, Private, HS-grad,EduNum9, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States, <=50K
Age17-23, Private, 5th-6th,EduNum3, Never-married, Other-service, Other-relative, White, Male,Hour36-50, Mexico, <=50K
Age24-31, Private, HS-grad,EduNum9, Never-married, Craft-repair, Other-relative, White, Male,Hour36-50, United-States, <=50K
Age41-50, Private, Masters,EduNum14, Never-married, Prof-specialty, Not-in-family, White, Male,Hour51-70, United-States, <=50K
Age17-23, Private, HS-grad,EduNum9, Never-married, Sales, Unmarried, Black, Male,Hour21-35, Haiti, <=50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, Black, Male,Hour36-50, United-States, <=50K
Age24-31, Private, Assoc-acdm,EduNum12, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, State-gov, HS-grad,EduNum9, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Private, HS-grad,EduNum9, Never-married, Farming-fishing, Not-in-family, White, Male,Hour1-20, United-States, <=50K
Age17-23, State-gov, Some-college,EduNum10, Never-married, Protective-serv, Own-child, Black, Female,Hour36-50, United-States, <=50K
Age41-50, Self-emp-not-inc, Bachelors,EduNum13, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States, <=50K
Age61-70, ?, 11th,EduNum7, Married-civ-spouse, ?, Husband, White, Male,Hour1-20, United-States, <=50K
Age24-31, ?, Assoc-voc,EduNum11, Divorced, ?, Unmarried, White, Female,Hour36-50, United-States, <=50K
Age51-60, Private, Assoc-acdm,EduNum12, Married-spouse-absent, Other-service, Not-in-family, White, Male,Hour21-35, Iran, <=50K
Age24-31, Private, Bachelors,EduNum13, Never-married, Prof-specialty, Own-child, White, Male,Hour21-35, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age24-31, Private, HS-grad,EduNum9, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Bachelors,EduNum13, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Local-gov, 11th,EduNum7, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour21-35, United-States, <=50K
Age51-60, ?, Bachelors,EduNum13, Married-civ-spouse, ?, Husband, White, Male,Hour36-50, United-States, >50K
Age32-40, Federal-gov, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States, >50K
Age61-70, Private, 11th,EduNum7, Widowed, Other-service, Unmarried, Other, Male,Hour36-50, United-States, <=50K
Age32-40, Private, Assoc-voc,EduNum11, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, United-States, >50K
Age41-50, Private, HS-grad,EduNum9, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour21-35, United-States, <=50K
